Player Name,Position,Team,Slate Type,Date,Role,Salary,Draftable ID,Projected FP,Combined FP,Value,Implied FP,Passing TDs,Rushing Yards,Receiving Yards,Passing Yards,Rush+Rec Yards,Anytime TD,Passing Attempts,Fantasy Score,Headshot URL,Game Start Time,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Game Start Time (DRAFTTABLE),Proj Pass Comp,Proj Pass Att,Proj Comp %,Proj Pass Yds,Proj Pass AVG,Proj Pass Long,Proj Pass TDs,Proj INT,Proj Passer Rating,Proj Rush Att,Proj Rush Yds,Proj Rush AVG,Proj Rush Long,Proj Rush TDs,Proj Rec,Proj Targets,Proj Rec Yds,Proj Rec AVG,Proj Rec Long,Proj Rec TDs,Proj Anytime TD,Proj Fumbles,Proj Fumbles Lost,Proj FG,Proj PAT,Proj Kick Pts
Roman Wilson,WR,PIT,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3100,43727833,0.66,2.39,0.21,9.3,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/787842.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.11,,,,,
Roman Wilson,WR,PIT,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3100,44070078,0.66,2.39,0.21,9.3,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/787842.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.11,,,,,
Sean Tucker,RB,TB,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),2600,44081957,1.02,2.38,0.39,7.8,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/705759.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.17,,,,,
Elijah Sarratt,WR,BAL,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3400,43727793,0.42,2.38,0.12,10.2,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957906.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Elijah Sarratt,WR,BAL,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3400,44070058,0.42,2.38,0.12,10.2,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957906.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Bryce Lance,CPT,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),3000,44081494,0.72,2.38,0.24,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957872.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.12,,,,,
Tutu Atwell,CPT,LAR,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),3600,44080795,0.24,2.35,0.07,10.8,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/560614.png,,,,,,,9/10/2026,,,,,,,,,,,,,,,,,,,,,0.04,,,,,
Devontez Walker,WR,BAL,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3200,43727807,0.54,2.35,0.17,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/787872.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Savion Williams,WR,GB,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3200,43727811,0.54,2.35,0.17,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886114.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Chris Bell,WR,MIA,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3200,43727815,0.54,2.35,0.17,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/956458.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
John Metchie III,WR,CAR,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3200,43727819,0.54,2.35,0.17,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/631227.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Konata Mumpfield,WR,LAR,Classic,9/10/2026,"Classic 9/9 8:20PM, 16 Games",3200,44038225,0.54,2.35,0.17,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/788303.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/10/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Jalen Royals,WR,KC,Classic,9/14/2026,"Classic 9/9 8:20PM, 16 Games",3200,44038229,0.54,2.35,0.17,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886109.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/14/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
John Metchie III,WR,CAR,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3200,44070068,0.54,2.35,0.17,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/631227.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Devontez Walker,WR,BAL,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3200,44070072,0.54,2.35,0.17,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/787872.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Barion Brown,WR,NO,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43728045,0.66,2.33,0.22,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957912.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.11,,,,,
Barion Brown,WR,NO,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3000,44070168,0.66,2.33,0.22,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957912.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.11,,,,,
Isaiah Bond,WR,CLE,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3300,43727799,0.42,2.32,0.13,9.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886107.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Isaiah Bond,WR,CLE,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3300,44070062,0.42,2.32,0.13,9.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886107.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Rasheen Ali,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),3300,44081803,0.42,2.32,0.13,9.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/781320.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Jacob Saylors,CPT,DET,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),2100,44081496,1.32,2.32,0.63,6.3,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/708266.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.22,,,,,
Ashton Dulin,WR,IND,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3200,43727813,0.48,2.3,0.15,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/20107.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.08,,,,,
Ashton Dulin,WR,IND,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3200,44070074,0.48,2.3,0.15,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/20107.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.08,,,,,
Jahdae Walker,WR,CHI,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3100,43727823,0.54,2.29,0.17,9.3,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/894931.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Jahdae Walker,WR,CHI,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3100,44070076,0.54,2.29,0.17,9.3,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/894931.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Bears,DST,CHI,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),3800,44081849,0,2.28,0,11.4,,,,,,,,,https://dkn.gs/sports/images/nfl/teams/50/18312.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaelon Black,RB,SF,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),3000,44080738,0.6,2.28,0.2,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957813.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/10/2026,,,,,,,,,,,,,,,,,,,,,0.1,,,,,
Olamide Zaccheaus,WR,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),3000,44081647,0.6,2.28,0.2,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/11349.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.1,,,,,
Jimmy Horn Jr.,WR,CAR,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43728165,0.6,2.28,0.2,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886142.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.1,,,,,
Jonnu Smith,TE,GB,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,44034624,0.6,2.28,0.2,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/20008.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.1,,,,,
Jimmy Horn Jr.,WR,CAR,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3000,44070090,0.6,2.28,0.2,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886142.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.1,,,,,
Jordan Watkins,CPT,SF,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),3300,44080796,0.36,2.27,0.11,9.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886134.png,,,,,,,9/10/2026,,,,,,,,,,,,,,,,,,,,,0.06,,,,,
Jordan Watkins,WR,SF,Classic,9/10/2026,"Classic 9/9 8:20PM, 16 Games",3300,44038223,0.36,2.27,0.11,9.9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886134.png,,,,,,,9/10/2026,,,,,,,,,,,,,,,,,,,,,0.06,,,,,
Brevyn Spann-Ford,TE,DAL,Classic,9/13/2026,"Classic 9/9 8:20PM, 16 Games",2900,44038677,0.66,2.27,0.23,8.7,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/788326.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.11,,,,,
Marvin Mims Jr.,WR,DEN,Classic,9/14/2026,"Classic 9/9 8:20PM, 16 Games",3200,44038227,0.42,2.26,0.13,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/706541.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/14/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Josh Oliver,TE,MIN,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",2800,43728281,0.72,2.26,0.26,8.4,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/20593.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.12,,,,,
Laquon Treadwell,WR,IND,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43727979,0.54,2.23,0.18,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/17405.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Kameron Johnson,WR,TB,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43728139,0.54,2.23,0.18,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/789365.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Laquon Treadwell,WR,IND,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3000,44070212,0.54,2.23,0.18,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/17405.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Kameron Johnson,WR,TB,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3000,44070220,0.54,2.23,0.18,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/789365.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Devontez Walker,CPT,BAL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),3000,44081804,0.54,2.23,0.18,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/787872.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
John Metchie III,CPT,CAR,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),3000,44081908,0.54,2.23,0.18,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/631227.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Tank Dell,WR,HOU,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3700,43727751,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/706546.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Westbrook-Ikhine,WR,IND,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3700,43727753,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/488205.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutu Atwell,WR,MIA,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3700,43727755,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/560614.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Tank Dell,WR,HOU,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3700,44070032,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/706546.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Westbrook-Ikhine,WR,IND,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3700,44070034,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/488205.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Tory Horton,WR,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 8:20PM ( @ ),2800,43782060,0.66,2.21,0.24,8.4,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886116.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,,,,,,,0.11,,,,,
Tory Horton,WR,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:20PM ( @ ),2800,44068618,0.66,2.21,0.24,8.4,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886116.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,,,,,,,0.11,,,,,
Noah Fant,TE,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),2800,44081438,0.66,2.21,0.24,8.4,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/18618.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.11,,,,,
Tory Horton,WR,SEA,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 9:50PM ( @ ),2800,44068726,0.66,2.21,0.24,8.4,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886116.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,,,,,,,0.11,,,,,
Seth McGowan,RB,IND,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),2800,44081749,0.66,2.21,0.24,8.4,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886090.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.11,,,,,
Lil'Jordan Humphrey,WR,DEN,Classic,9/14/2026,"Classic 9/9 8:20PM, 16 Games",3200,44038245,0.36,2.21,0.11,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/18546.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/14/2026,,,,,,,,,,,,,,,,,,,,,0.06,,,,,
Jaylin Lane,WR,WAS,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3100,43727837,0.42,2.2,0.14,9.3,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886132.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Jalen Brooks,WR,ARI,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43728101,0.48,2.18,0.16,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/706717.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.08,,,,,
Luke Musgrave,TE,GB,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43728269,0.48,2.18,0.16,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/695282.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.08,,,,,
Jacob Cowing,WR,SF,Classic,9/10/2026,"Classic 9/9 8:20PM, 16 Games",3000,44038547,0.48,2.18,0.16,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/787896.png,,,,,,,9/10/2026,,,,,,,,,,,,,,,,,,,,,0.08,,,,,
Brock Wright,TE,DET,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",2900,43728275,0.54,2.17,0.19,8.7,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/561855.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Brock Wright,TE,DET,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",2900,44070282,0.54,2.17,0.19,8.7,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/561855.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.09,,,,,
Falcons,DST,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),3600,44081645,0,2.16,0,10.8,,,,,,,,,https://dkn.gs/sports/images/nfl/teams/50/18297.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,DST,CAR,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),3600,44081850,0,2.16,0,10.8,,,,,,,,,https://dkn.gs/sports/images/nfl/teams/50/18484.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,DST,NYJ,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),3600,44082158,0,2.16,0,10.8,,,,,,,,,https://dkn.gs/sports/images/nfl/teams/50/18441.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Whittington,WR,LAR,Showdown Captain Mode,9/10/2026,Showdown Captain Mode 9/10 8:35PM ( @ ),2800,44080739,0.6,2.16,0.21,8.4,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/787977.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/10/2026,,,,,,,,,,,,,,,,,,,,,0.1,,,,,
Zachariah Branch,WR,ATL,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),2800,44081648,0.6,2.16,0.21,8.4,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/953045.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.1,,,,,
Terrell Jennings,CPT,NE,Showdown Captain Mode,9/9/2026,Showdown Captain Mode 9/9 8:20PM ( @ ),3600,43782125,0,2.16,0,10.8,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/789616.png,,,,,,,9/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,
Ted Hurst III,WR,TB,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),2400,44081958,0.9,2.16,0.38,7.2,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957954.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.15,,,,,
Kendre Miller,RB,NO,Showdown Captain Mode,9/13/2026,Showdown Captain Mode 9/13 1:00PM ( @ ),2400,44081440,0.9,2.16,0.38,7.2,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/694449.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.15,,,,,
Dyami Brown,WR,WAS,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3200,43727817,0.3,2.16,0.09,9.6,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/560755.png,,,,,,,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.05,,,,,
Skyler Bell,WR,BUF,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3100,43727821,0.36,2.15,0.12,9.3,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957873.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.06,,,,,
Kyle Williams,WR,NE,Classic,9/9/2026,"Classic 9/9 8:20PM, 16 Games",3100,44038249,0.36,2.15,0.12,9.3,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886123.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/9/2026,,,,,,,,,,,,,,,,,,,,,0.06,,,,,
Skyler Bell,WR,BUF,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3100,44070082,0.36,2.15,0.12,9.3,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957873.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.06,,,,,
Dohnte Meyers,WR,CIN,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43727911,0.42,2.14,0.14,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/953310.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Tay Martin,WR,DET,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43727939,0.42,2.14,0.14,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/641302.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Bo Melton,WR,GB,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43727949,0.42,2.14,0.14,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/641125.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Skyy Moore,WR,GB,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43727951,0.42,2.14,0.14,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/640884.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Tai Felton,WR,MIN,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43728025,0.42,2.14,0.14,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886115.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Myles Price,WR,MIN,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43728027,0.42,2.14,0.14,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/893669.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
KeAndre Lambert-Smith,WR,LAC,Classic,9/13/2026,"Classic 9/13 1:00PM, 12 Games",3000,43728123,0.42,2.14,0.14,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/886121.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Xavier Smith,WR,LAR,Classic,9/10/2026,"Classic 9/9 8:20PM, 16 Games",3000,44038557,0.42,2.14,0.14,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/706921.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/10/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
CJ Daniels,WR,LAR,Classic,9/10/2026,"Classic 9/9 8:20PM, 16 Games",3000,44038559,0.42,2.14,0.14,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/957818.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/10/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Tay Martin,WR,DET,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3000,44070178,0.42,2.14,0.14,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/641302.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
Dohnte Meyers,WR,CIN,Early,9/13/2026,"Early 9/13 1:00PM, 8 Games",3000,44070230,0.42,2.14,0.14,9,,,,,,,,,https://dkn.gs/sports/images/nfl/players/50/953310.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/13/2026,,,,,,,,,,,,,,,,,,,,,0.07,,,,,
